mode,windows_csv,status,reason,plot1_svg,plot2_svg,breakdown_csv,sit_source
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0015__skip_w0_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0015__skip_w0__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0015__skip_w0__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0015__skip_w0__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0016__all_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0016__all__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0016__all__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0016__all__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0016__base_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0016__base__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0016__base__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0016__base__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0016__exact_boundary_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0016__exact_boundary__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0016__exact_boundary__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0016__exact_boundary__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0016__partial_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0016__partial__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0016__partial__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0016__partial__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0016__skip_w0_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0016__skip_w0__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0016__skip_w0__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0016__skip_w0__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0017__all_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0017__all__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0017__all__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0017__all__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0017__base_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0017__base__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0017__base__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0017__base__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0017__exact_boundary_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0017__exact_boundary__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0017__exact_boundary__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0017__exact_boundary__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0017__partial_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0017__partial__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0017__partial__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0017__partial__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0017__skip_w0_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0017__skip_w0__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0017__skip_w0__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0017__skip_w0__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0018__all_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0018__all__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0018__all__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0018__all__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0018__base_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0018__base__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0018__base__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0018__base__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0018__exact_boundary_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0018__exact_boundary__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0018__exact_boundary__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0018__exact_boundary__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0018__partial_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0018__partial__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0018__partial__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0018__partial__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0018__skip_w0_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0018__skip_w0__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0018__skip_w0__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0018__skip_w0__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0019__all_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0019__all__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0019__all__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0019__all__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0019__base_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0019__base__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0019__base__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0019__base__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0019__exact_boundary_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0019__exact_boundary__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0019__exact_boundary__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0019__exact_boundary__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0019__partial_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0019__partial__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0019__partial__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0019__partial__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0019__skip_w0_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0019__skip_w0__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0019__skip_w0__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0019__skip_w0__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0020__all_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0020__all__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0020__all__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0020__all__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0020__base_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0020__base__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0020__base__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0020__base__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0020__exact_boundary_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0020__exact_boundary__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0020__exact_boundary__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0020__exact_boundary__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0020__partial_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0020__partial__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0020__partial__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0020__partial__window_breakdown.csv,Source metric: sit_no_work_window_active
window_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_window_active/trace_0020__skip_w0_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0020__skip_w0__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0020__skip_w0__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/window_active/trace_0020__skip_w0__window_breakdown.csv,Source metric: sit_no_work_window_active
global_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_global_active/trace_0001__all_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0001__all__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0001__all__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0001__all__window_breakdown.csv,Source metric: sit_no_work_window_active
global_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_global_active/trace_0001__base_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0001__base__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0001__base__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0001__base__window_breakdown.csv,Source metric: sit_no_work_window_active
global_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_global_active/trace_0001__exact_boundary_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0001__exact_boundary__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0001__exact_boundary__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0001__exact_boundary__window_breakdown.csv,Source metric: sit_no_work_window_active
global_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_global_active/trace_0001__partial_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0001__partial__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0001__partial__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0001__partial__window_breakdown.csv,Source metric: sit_no_work_window_active
global_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_global_active/trace_0001__skip_w0_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0001__skip_w0__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0001__skip_w0__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0001__skip_w0__window_breakdown.csv,Source metric: sit_no_work_window_active
global_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_global_active/trace_0002__all_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0002__all__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0002__all__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0002__all__window_breakdown.csv,Source metric: sit_no_work_window_active
global_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_global_active/trace_0002__base_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0002__base__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0002__base__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0002__base__window_breakdown.csv,Source metric: sit_no_work_window_active
global_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_global_active/trace_0002__exact_boundary_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0002__exact_boundary__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0002__exact_boundary__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0002__exact_boundary__window_breakdown.csv,Source metric: sit_no_work_window_active
global_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_global_active/trace_0002__partial_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0002__partial__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0002__partial__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0002__partial__window_breakdown.csv,Source metric: sit_no_work_window_active
global_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_global_active/trace_0002__skip_w0_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0002__skip_w0__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0002__skip_w0__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0002__skip_w0__window_breakdown.csv,Source metric: sit_no_work_window_active
global_active,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/golden_global_active/trace_0003__all_windows.csv,pass,,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0003__all__plot1_sit_vs_time.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0003__all__plot2_window_breakdown_stacked.svg,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_190908/plots/window_time/global_active/trace_0003__all__window_breakdown.csv,Source metric: sit_no_work_window_active
